Site,Square,AU,Spit,Group,Artno,Material,Colour,Weight,Length,Artclas,Cortex,Cortype,Initiat,Breaks,Noseg,Platwid,Plat,Focal,Overhang,NoDS,NoPS,Rtch,Plat_2,Focal_2,Overhang_2,NoDS_2,NoPS_2,Rtch_2,RetOri,Retype,Retloc,Retlen,Retdep,Portion,Heat,EdgeDam,Weathering,Corerot,RetScNo,Term,Janus,Recycled,Redirect,Usewear?,Width,Thick,Platthic,area,elongation,,,,
J,B,1,7,1,422,Chert,Cream,0.2,9.16,Flake,0,,Hertz,,,10.73,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,,7.21,2.31,1.87,66.0436,1.270457698,,,,
J,B,1,7,1,423,Chert,Brown,0.06,5.78,Flake-b,0,,Hertz,Long,,5.01,2-scars,,No,2,2,,2-scars,,No,2,2,,,,,,,Llat,,,,,,Feather,,,,,5.74,1.69,2.58,33.1772,1.006968641,,,,
J,B,1,7,1,424,Volcanic,Faun,0.75,9.64,Flake,40,Angul,Hertz,,,10.28,2-scars,,No,2,2,,2-scars,,No,2,2,,,,,,,,,,,,,Feather,,,,,10.46,7.42,7.61,100.8344,0.921606119,,,,
J,B,1,7,1,425,Chert,Grey,0.94,15.61,Flake-b,0,,Hertz,Long,,11.33,Single,,Yes,6,1,,Single,,Yes,6,1,,,,,,,Llat,,,,,,Feather,,,,,7.99,4.01,2.56,124.7239,1.953692115,,,,
J,B,1,7,1,426,Chert,Cream,0.88,16.43,Flake-b,0,,,Trans,,,,,,5,,,,,,5,,,,,,,,Med,1,,,,,,,,,,11.77,4.16,,193.3811,1.395921835,,,,
J,B,1,7,1,427,Chert,Grey,0.33,14.91,Flake,0,,Hertz,,,7.07,Single,,No,5,1,,Single,,No,5,1,,,,,,,,,,,,,Feather,,,,,10.06,1.84,1.47,149.9946,1.482107356,,,,
J,B,1,7,1,428,Chert,Lt Brown,0.06,9.12,Flake-b,0,,Hertz,Dist,,4.83,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,,,,,,5.25,1.08,1.48,47.88,1.737142857,,,,
J,B,1,7,1,429,Chert,Grey,0.43,11.01,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,,,,,,Feather,,,,,10.44,3.79,,114.9444,1.054597701,,,,
J,B,1,7,1,430,Chert,Grey,0.06,4.08,Flake-b,0,,,Trans,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,,8.8,2.06,,35.904,0.463636364,,,,
J,B,1,7,1,431,Chert,Grey,0.04,3.2,Flake,0,,Hertz,,,6.6,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,,,,,Feather,,,,,6.84,1.61,1.89,21.888,0.467836257,,,,
J,B,1,7,1,432,Chert,Grey,0.1,7.45,Flake,0,,Hertz,,,,Focal,,No,3,,,Focal,,No,3,,,,,,,,,,,,,,Feather,,,,,8.1,1.51,,60.345,0.919753086,,,,
J,B,1,7,1,433,Chert,Grey,0.03,4.09,Flake,0,,Hertz,,,6.39,Single,,Yes,2,1,,Single,,Yes,2,1,,,,,,,,,,,,,Feather,,,,,6.64,1.12,1.13,27.1576,0.615963855,,,,
J,B,1,7,1,434,Chert,Grey,0.22,6.51,Flake,0,,Hertz,,,,Focal,,No,4,,,Focal,,No,4,,,,,,,,,,,,,,Feather,,,,,14.24,3.04,,92.7024,0.457162921,,,,
J,B,1,7,1,435,Chert,Grey,0.04,8.32,Flake,0,,Hertz,,,,Partcoll,,Yes,1,,,Partcoll,,Yes,1,,,,,,,,,,,,,,Feather,,,,,7.45,0.79,,61.984,1.116778523,,,,
J,B,1,7,1,436,Chert,Brown,0.03,5.76,Flake,0,,Hertz,,,,Focal,,Yes,3,,,Focal,,Yes,3,,,,,,,,,,,,,,Feather,,,,,4.68,0.69,,26.9568,1.230769231,,,,
J,B,1,7,1,437,Chert,Grey,0.03,7.42,Flake,0,,Hertz,,,4.92,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,,,,,Feather,,,,,3.85,1.19,0.9,28.567,1.927272727,,,,
J,B,1,7,1,438,Chert,Grey,0.08,6.14,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,,,,,,Feather,,,,,5.47,2.2,,33.5858,1.122486289,,,,
J,B,1,7,1,439,Silcrete,Cream,0.09,5.07,Flake-b,0,,,Trans,,,,,,1,,,,,,1,,,,,,,,Dist,,,,,,Feather,,,,,10.35,1.27,,52.4745,0.489855072,,,,
J,B,1,7,1,440,Chert,Faun,13.83,53.85,Flake,0,,Hertz,,,26.6,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,1,,,,Feather,,,,,29.08,11.32,7.84,1565.958,1.851788171,,,,
J,B,1,7,1,441,Chert,Peach,9.32,28.7,RetF,0,,Hertz,,9,25.83,Single,,No,9,2,Yes,Single,,No,9,2,Yes,Both,Percus,Bothlats,23.26,6.93,,,,,,16,Feather,,,,,36.1,8.79,7.01,1036.07,0.79501385,,,,
J,B,1,7,1,442,Chert,Dk Brown,0.01,3.66,Flake,0,,Hertz,,,,,,No,2,,,,,No,2,,,,,,,,,,,,,,Hinge,,,,,3.12,0.44,,11.4192,1.173076923,,,,
J,B,1,7,1,443,Chert,Grey,8.33,17.11,Core,0,,,,,,,,,17,,,,,,17,,,,,,,,,,,,5,,,,,,,16.19,19.26,,277.0109,1.056825201,,,,
J,B,1,7,1,444,Chert,Grey,0.27,14.07,Flake,0,,Hertz,,,9.51,Single,,Yes,3,2,,Single,,Yes,3,2,,,,,,,,,,,,,Feather,,,,,8.94,2.5,3.32,125.7858,1.573825503,,,,
J,B,1,7,1,445,Chert,Red,0.12,8.06,Flake-b,0,,Hertz,Rmarg,,6.21,Single,,Yes,1,1,,Single,,Yes,1,1,,,,,,,,,,,,,Hinge,,,,,5.41,1.86,1.68,43.6046,1.489833641,,,,
J,B,1,7,1,446,Chert,Cream,0.04,4.95,Flake,0,,Hertz,,,7.64,Single,,No,1,1,,Single,,No,1,1,,,,,,,,,,,,,Feather,,,,,4.47,1.86,1.59,22.1265,1.10738255,,,,
J,B,1,7,1,447,Chert,Grey,0.04,6.73,Flake,0,,Hertz,Trans,,4.58,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,Dist,,,,,,Feather,,,,,2.88,1.46,2.06,19.3824,2.336805556,,,,
J,B,1,7,1,448,Chert,Grey,0.04,2.97,Flake-b,0,,Bending,Long,,3.2,Single,,Yes,2,1,,Single,,Yes,2,1,,,,,,,Rlat,,,,,,Feather,,,,,6.67,1.69,1,19.8099,0.445277361,,,,
J,B,1,7,1,449,Chert,Red,0.04,5.41,Flake,0,,Hertz,,,,Focal,,Yes,2,,,Focal,,Yes,2,,,,,,,,,,,,,,Hinge,,,,,3.83,0.61,,20.7203,1.412532637,,,,
J,B,1,7,1,450,Chert,Brown,0.07,8.37,Flake-b,0,,Hertz,Rmarg,,,Focal,,No,2,,,Focal,,No,2,,,,,,,,,,,,,,Feather,,,,,6.65,0.83,,55.6605,1.258646617,,,,
J,B,1,7,1,451,Chert,Grey,1.68,10.87,Flake-b,0,,Hertz,Trans,,20.36,2-scars,,Yes,3,2,,2-scars,,Yes,3,2,,,,,,,Prox,,,1,,,,,,,,20.5,5.91,6.05,222.835,0.530243902,,,,
J,B,1,7,1,452,Chert,Dk Brown,5.74,21.49,Flake,0,,Hertz,,,15.85,Single,,No,7,1,,Single,,No,7,1,,,,,,,,1,,,,,Step,,,,,21.5,12.91,7.26,462.035,0.999534884,,,,
J,B,1,7,1,453,Chert,Red,0.05,7.92,Flake-b,0,,,Trans,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,,4.7,2.13,,37.224,1.685106383,,,,
J,B,1,7,1,454,Chert,Red,1.87,14.2,RetF-b,0,,,,4,,,,,4,,Yes,,,,4,,Yes,Both,Percus,Rlat,,,,,,,,2,Feather,,,,,9.72,7.57,,138.024,1.46090535,,,,
J,B,1,7,1,455,Chert,Grey,4.23,32.5,RetF-b,0,,Retouched,,1,,Partcoll,,Yes,4,,Yes,Partcoll,,Yes,4,,Yes,D-V,Percus,Prox,,,,,,,,1,Snap,,,,,15.06,7.56,,489.45,2.158034529,,,,
J,B,1,7,1,456,Chert,Grey,1.97,14.97,Flake,0,,Hertz,,,17.06,2-scars,,Yes,3,2,,2-scars,,Yes,3,2,,,,,,,,,,,,,Feather,,,,,25.26,7.24,7.53,378.1422,0.59263658,,,,
J,B,1,7,1,457,Chert,Dk Brown,0.67,15.29,RetF,0,,Hertz,,1,,Partcoll,,Yes,6,,Yes,Partcoll,,Yes,6,,Yes,D-V,Percus,Dist,2.52,4.94,,,,,,1,Feather,,,,,12.93,4.6,,197.6997,1.182521268,,,,
J,B,1,7,1,458,Chert,Faun,0.19,11.36,RetF,0,,Hertz,,3,,Partcoll,,Yes,7,,Yes,Partcoll,,Yes,7,,Yes,D-V,Percus,Rlat,1.8,7.47,,,,,,1,Snap,,,,,6.13,2.71,,69.6368,1.853181077,,,,
J,B,1,7,1,459,Chert,Red,0.01,4.16,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,,,,,,Feather,,,,,3.61,0.47,,15.0176,1.152354571,,,,
J,B,1,7,1,460,Chert,Red,0.67,16.42,FP,0,,,,,,,,,3,,,,,,3,,,,,,,,,1,,,,,,,,,,10.37,4.1,,170.2754,1.583413693,,,,
J,B,1,7,1,461,Chert,Red,0.02,4.8,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,1.27,,10.176,2.264150943,,,,
J,B,1,7,1,462,Chert,Red,0.29,17.23,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.24,2.18,,141.9752,2.091019417,,,,
J,B,1,7,1,463,Chert,Red,0.01,5.49,FP,0,,,,,,,,,5,,,,,,5,,,,,,,,,,,,,,,,,,,2.78,0.8,,15.2622,1.974820144,,,,
J,B,1,7,1,464,Chert,Red,0.02,4.53,Flake,0,,Hertz,,,2.73,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,,5.97,1.09,1.15,27.0441,0.75879397,,,,
J,B,1,7,1,465,Volcanic,Dk Grey,2.26,17.5,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.61,7.17,,255.675,1.197809719,,,,
J,B,1,7,1,466,Obsidian,Black,0.38,14.39,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31,6.65,,62.0209,3.3387471,,,,
J,B,1,7,1,467,Chert,Grey,1.75,19.77,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.44,5.99,,206.3988,1.893678161,,,,
J,B,1,7,1,468,Chert,Brown,0.38,8.89,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51,3.37,,48.9839,1.613430127,,,,
J,B,1,7,1,469,Chert,Grey,0.48,10.76,FP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.57,6.41,,59.9332,1.931777379,,,,
J,B,1,7,1,470,Chert,Red,0.57,13.97,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.01,5.51,,83.9597,2.324459235,,,,
J,B,1,7,1,471,Chert,Brown,0.14,5.11,Shatt,50,Angul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11,4.53,,21.0021,1.243309002,,,,
J,B,1,7,1,472,Chert,Grey,0.14,10.75,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41,2,,36.6575,3.152492669,,,,
J,B,1,7,1,473,Chert,Grey,0.07,10.09,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81,1.9,,28.3529,3.590747331,,,,
J,B,1,7,1,474,Chert,Brown,0.03,7.05,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35,1.31,,23.6175,2.104477612,,,,
J,B,1,7,1,475,Slate,Grey,0.13,10.33,Unslate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,1.46,,64.5625,1.6528,,,,
J,B,1,7,1,476,Chert,Brown,0.04,4.98,Flake-b,0,,Bending,Long,,2.41,Single,,,3,1,,Single,,,3,1,,,,,,,Llat,,,,,,Feather,,,,,3.39,2.91,3.28,16.8822,1.469026549,,,,
J,B,1,7,1,477,Chert,Brown,0.01,6.72,Flake-b,0,,Hertz,Long,,,Partcoll,,No,2,,,Partcoll,,No,2,,,,,,,,Llat,,,,,,Step,,,,,3.91,1.26,,26.2752,1.718670077,,,,
J,B,1,7,1,5012,Chert,Grey,1.15,16.8,Flake,0,,Hertz,,,,Focal,,No,6,,,Focal,,No,6,,,,,,,,,,,,,,Feather,,,,,16.1,4.68,,270.48,1.043478261,,,,
J,B,1,7,1,5013,Chert,Cream,0.23,11.18,Flake,40,Round,Hertz,,,4.93,Cort,,Yes,2,0,,Cort,,Yes,2,0,,,,,,,,,,,,,Feather,,,,,8.78,1.75,2.91,98.1604,1.273348519,,,,
J,B,1,7,1,5014,Chert,Lt Brown,0.1,11.59,Flake,0,,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,,,,,,,,,,,,,Hinge,,,,,6.66,1.01,,77.1894,1.74024024,,,,
J,B,1,7,1,5015,Chert,Brown,0.05,8.49,Flake,0,,Hertz,,,2.23,Single,,Yes,6,1,,Single,,Yes,6,1,,,,,,,,,,,,,Feather,,,,,6.67,0.79,0.74,56.6283,1.272863568,,,,
J,B,1,7,1,5016,Chert,Red,0.12,6.99,Flake-b,0,,,Trans,,,,,,1,,,,,,1,,,,,,,,Dist,,,,,,Hinge,,,,,9.3,1.58,,65.007,0.751612903,,,,
J,B,1,7,1,5017,Chert,Cream,0.03,4.7,FFrag,0,,,Both,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,4.02,1.36,,18.894,1.169154229,,,,
J,B,1,7,1,5018,Volcanic,Dk Grey,0.08,4.31,Flake-b,0,,,Trans,,,,,,2,,,,,,2,,,,,,,,Med,,,,,,,,,,,7.35,2.14,,31.6785,0.586394558,,,,
J,B,1,7,1,5019,Chert,Peach,0.01,5.62,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14,0.8,,17.6468,1.789808917,,,,
J,B,1,7,1,9238,Quartz,Cream,0.16,8.1,Flake,0,,Bending,,,3.86,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,,7.86,1.45,1.59,63.666,1.030534351,,,,
J,B,1,7,1,9239,Chert,Cream,0.04,6.15,FFrag,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53,0.59,,27.8595,1.357615894,,,,
J,B,1,7,1,9331,Chert,Pink,0.01,4.67,Flake-b,0,,,Both,,,,,,2,,,,,,2,,,,,,,,Dist,1,,,,,Feather,,,,,8.72,1.73,,40.7224,0.535550459,,,,
J,B,1,7,1,9332,Chert,Lt Brown,0.01,5.14,Flake,0,,Hertz,,,3.86,2-scars,,Yes,1,2,,2-scars,,Yes,1,2,,,,,,,,,,,,,Feather,,,,,4.61,0.57,0.57,23.6954,1.114967462,,,,
J,B,1,7,1,9333,Chert,Faun,0.01,6.02,FFrag,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,0.26,,13.244,2.736363636,,,,
J,B,1,8,1,478,Chert,Grey,0.27,9.41,Flake,0,,Hertz,,,8.65,Single,,Yes,2,1,,Single,,Yes,2,1,,,,,,,,,,,,,Feather,,,,,11.77,2.29,3.12,110.7557,0.799490229,,,,
J,B,1,8,1,479,Chert,Grey,0.13,10.71,Flake,0,,Hertz,,,5.19,2-scars,,Yes,4,2,,2-scars,,Yes,4,2,,,,,,,,,,,,,Feather,,,,,7.47,1.62,1.81,80.0037,1.43373494,,,,
J,B,1,8,1,480,Chert,Brown,0.04,5.54,Flake,0,,Bending,,,5.98,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Feather,,,,,6.07,0.68,0.82,33.6278,0.912685338,,,,
J,B,1,8,1,481,Chert,Grey,0.22,4.54,Flake,30,Angul,Hertz,,,8.26,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,,11.44,3.46,3.58,51.9376,0.396853147,,,,
J,B,1,8,1,482,Chert,Brown,0.34,11.71,Flake,0,,Hertz,,,6.85,2-scars,,Yes,6,2,,2-scars,,Yes,6,2,,,,,,,,,,,,,Feather,,,,,7.27,2.28,2.78,85.1317,1.610729023,,,,
J,B,1,8,1,483,Chert,Red,0.02,6.78,Flake,0,,Hertz,,,,Focal,,Yes,3,,,Focal,,Yes,3,,,,,,,,,,,,,,Feather,,,,,3.89,1.11,,26.3742,1.742930591,,,,
J,B,1,8,1,484,Chert,Red,0.27,8.91,Flake,0,,Bending,,,9.04,Mult,,Yes,3,3,,Mult,,Yes,3,3,,,,,,,,,1,,,,Feather,,,,,8.37,3.28,2.85,74.5767,1.064516129,,,,
J,B,1,8,1,485,Chert,Grey,0.04,3.24,Flake,0,,Hertz,,,2.66,Single,,Yes,2,1,,Single,,Yes,2,1,,,,,,,,,,,,,Hinge,,,,,7.53,1.19,0.89,24.3972,0.430278884,,,,
J,B,1,8,1,486,Volcanic,Dk Grey,0.25,10.06,Flake,0,,Hertz,,,7.76,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,,4.86,5.28,5.21,48.8916,2.069958848,,,,
J,B,1,8,1,487,Chert,Red,0.17,14.91,Flake,0,,Hertz,,,1.11,Single,,Yes,2,1,,Single,,Yes,2,1,,,,,,,,1,,,,,Feather,,,,,3.43,2.19,0.67,51.1413,4.346938776,,,,
J,B,1,8,1,488,Chert,Brown,0.05,7,Flake,0,,Bending,,,4.7,2-scars,,No,2,2,,2-scars,,No,2,2,,,,,,,,,,,,,Feather,,,,,4.69,1.39,1.52,32.83,1.492537313,,,,
J,B,1,8,1,489,Chert,Faun,0.03,7,Flake,0,,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,,,,,,,,,,,,,Feather,,,,,6.29,0.85,,44.03,1.112877583,,,,
J,B,1,8,1,490,Chert,Grey,0.65,10.52,Flake,0,,Bending,,,9.3,Single,,Yes,6,1,,Single,,Yes,6,1,,,,,,,,1,,,,,Feather,,,,,12.38,5.88,6.27,130.2376,0.849757674,,,,
J,B,1,8,1,491,Chert,Red,0.02,5.22,Flake,0,,Hertz,,,2.03,Single,,Yes,2,1,,Single,,Yes,2,1,,,,,,,,,,,,,Hinge,,,,,4.2,0.56,0.99,21.924,1.242857143,,,,
J,B,1,8,1,492,Chert,Grey,0.12,9.86,Flake-b,0,,Hertz,LCS,,4.77,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,Llat,,,,,,Feather,,,,,3.73,2.13,2.31,36.7778,2.643431635,,,,
J,B,1,8,1,493,Chert,Lt Brown,0.06,6.76,Flake,0,,Hertz,,,5.26,Single,,No,1,1,,Single,,No,1,1,,,,,,,,,,,,,Hinge,,,,,5.84,1.13,1.16,39.4784,1.157534247,,,,
J,B,1,8,1,494,Chert,Brown,0.02,4.29,Flake,0,,Hertz,,,3.68,Single,,Yes,2,1,,Single,,Yes,2,1,,,,,,,,,,,,,Feather,,,,,6.66,0.9,1.58,28.5714,0.644144144,,,,
J,B,1,8,1,495,Chert,Grey,0.1,4.29,Flake,0,,Bending,,,4.83,3-scars,,Yes,3,3,,3-scars,,Yes,3,3,,,,,,,,,,,,,Feather,,,,,4.91,4.28,4.19,21.0639,0.873727088,,,,
J,B,1,8,1,496,Chert,Grey,0.05,3.5,Flake,0,,Hertz,,,5.88,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Hinge,,,,,6.22,1.8,2.7,21.77,0.562700965,,,,
J,B,1,8,1,497,Chert,Red,0.01,2.55,Flake,0,,Hertz,,,3.28,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Step,,,,,3.18,1.13,1.42,8.109,0.801886792,,,,
J,B,1,8,1,498,Chert,Brown,0.01,1.91,Flake,0,,Hertz,,,2.92,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Feather,,,,,3.37,1.18,1.79,6.4367,0.566765579,,,,
J,B,1,8,1,499,Chert,Grey,1.32,17.53,Flake,0,Angul,Hertz,,,5.4,2-scars,,Yes,4,2,,2-scars,,Yes,4,2,,,,,,,,1,,,,,Hinge,,,,,17.79,4.37,1.64,311.8587,0.985385048,,,,
J,B,1,8,1,500,Quartzite,Grey,0.26,9.02,Flake,0,,Hertz,,,7.13,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,,7.59,2.66,3.5,68.4618,1.188405797,,,,
J,B,1,8,1,501,Chert,Grey,0.51,10.65,Flake,0,,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,,,,,,,,,1,,,,Step,,,,,11.99,3.16,,127.6935,0.8882402,,,,
J,B,1,8,1,502,Chert,Grey,1.6,12.12,Flake,60,Angul,Bending,,,12.88,Single,,No,1,1,,Single,,No,1,1,,,,,,,,,,,,,,,,,,14.64,4.7,5.32,177.4368,0.827868852,,,,
J,B,1,8,1,503,Chert,Grey,1.53,17.79,Flake,0,,Hertz,,,6.8,3-scars,,No,4,3,,3-scars,,No,4,3,,,,,,,,1,,,,,Hinge,,,,,20.79,3.35,4.04,369.8541,0.855699856,,,,
J,B,1,8,1,504,Chert,Brown,0.66,15.49,Flake,0,,Hertz,,,,Focal,,No,4,,,Focal,,No,4,,,,,,,,,,,,,,Feather,,,,,11.77,4.76,,182.3173,1.316057774,,,,
J,B,1,8,1,505,Chert,Grey,6.29,25.4,Flake,0,,Hertz,,,25.97,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,,,,,Feather,,,,,20.69,14.37,16.02,525.526,1.227646206,,,,
J,B,1,8,1,506,Chert,Faun,0.06,10.96,Flake,5,Angul,Hertz,,,7.14,Single,,No,1,1,,Single,,No,1,1,,,,,,,,,,,,,Feather,,,,,6.85,0.5,0.74,75.076,1.6,,,,
J,B,1,8,1,507,Chert,Red,0.73,11.62,Flake,0,,Hertz,,,10.36,,,No,4,3,,,,No,4,3,,,,,,,,1,,,,,Feather,,,,,23.62,3.19,3.08,274.4644,0.49195597,,,,
J,B,1,8,1,508,Chert,Grey,0.7,11.44,Flake,0,,Hertz,,,,Focal,,No,4,,,Focal,,No,4,,,,,,,,,,,,,,Hinge,,,,,15.51,4.56,,177.4344,0.737588652,,,,
J,B,1,8,1,509,Chert,Grey,0.85,10.8,RetF,0,,Bending,,1,12,Single,,Yes,8,1,Yes,Single,,Yes,8,1,Yes,V-D,Press,Llat,1.45,4.92,,,,,,1,Step,,,,,13.65,5.08,5.11,147.42,0.791208791,,,,
J,B,1,8,1,510,Chert,Grey,1.13,15.76,Flake,0,,Hertz,,,9.2,Single,,Yes,6,1,,Single,,Yes,6,1,,,,,,,,,,,,,Feather,,,,,12.56,3.63,1.97,197.9456,1.25477707,,,,
J,B,1,8,1,511,Chert,Brown,1.01,15.22,Flake,0,,Hertz,,,20.4,2-scars,,Yes,7,2,,2-scars,,Yes,7,2,,,,,,,,,,,,,Feather,,,,,20.1,3.35,4.46,305.922,0.75721393,,,,
J,B,1,8,1,512,Chert,Grey,3.79,34.92,Flake,5,Angul,Hertz,,,6.29,Cort,,No,5,0,,Cort,,No,5,0,,,,,,,,,,,,,Feather,,,,,20.86,7.16,2.46,728.4312,1.674017258,,,,
J,B,1,8,1,513,Chert,Grey,0.93,14.66,Flake,10,Round,Hertz,,,7.97,Cort,,Yes,3,0,,Cort,,Yes,3,0,,,,,,,,,,,,,Hinge,,,,,15.58,3.59,4.57,228.4028,0.940949936,,,,
J,B,1,8,1,514,Chert,Grey,2.15,25.61,Flake,0,,Hertz,,,,Focal,,Yes,7,,,Focal,,Yes,7,,,,,,,,,,,,,,Feather,,,,,20.7,5.96,,530.127,1.237198068,,,,
J,B,1,8,1,515,Chert,Grey,0.69,14.75,Flake,0,,Hertz,,,,Focal,,No,3,,,Focal,,No,3,,,,,,,,,,,,,,Hinge,,,,,11.99,2.9,,176.8525,1.230191827,,,,
J,B,1,8,1,516,Chert,Red,3.61,24.76,Flake,0,,Hertz,,,9.65,2-scars,,No,7,2,,2-scars,,No,7,2,,,,,,,,1,,,,,Feather,,,,,16.4,6.44,9.43,406.064,1.509756098,,,,
J,B,1,8,1,517,Chert,Grey,0.93,11.17,Flake,10,Angul,Hertz,,,15.29,2-scars,,No,3,2,,2-scars,,No,3,2,,,,,,,,,,,,,Feather,,,,,17.86,5.73,4.79,199.4962,0.625419933,,,,
J,B,1,8,1,518,Obsidian,Black,1.3,18.5,Flake-b,0,,Hertz,Trans,,,,,Yes,7,,,,,Yes,7,,,,,,,,Dist,,,,,,Feather,,,,,15.14,5.36,,280.09,1.221928666,,,,
J,B,1,8,1,519,Chert,Faun,2.21,17.11,Flake,0,,Hertz,,,6.36,Single,,No,5,1,,Single,,No,5,1,,,,,,,,,,,,,Feather,,,,,15.57,11.78,10.22,266.4027,1.098908157,,,,
J,B,1,8,1,520,Chert,Grey,7.01,33.48,RetF,0,,Hertz,,5,9.45,2-scars,,Yes,5,2,Yes,2-scars,,Yes,5,2,Yes,Both,Percus,Rlat,29.91,8.71,,,,,,7,Feather,,,,,18.42,10.07,3.73,616.7016,1.817589577,,,,
J,B,1,8,1,521,Chert,Grey,16.41,24.95,Flake,0,,Hertz,,,23.93,Single,,No,9,1,,Single,,No,9,1,,,,,,,,,,,,,Feather,,,,,28.2,11.86,23.67,703.59,0.884751773,,,,
J,B,1,8,1,522,Chert,Brown,1.11,7.42,Flake,0,,Hertz,,,7.32,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,,14.99,11.72,6.48,111.2258,0.494996664,,,,
J,B,1,8,1,523,Chert,Peach,1.19,15.35,Flake,0,,Hertz,,,3.75,Single,,No,5,1,,Single,,No,5,1,,,,,,,,,,,,,Feather,,,,,12.45,6.55,4.52,191.1075,1.232931727,,,,
J,B,1,8,1,524,Chert,Grey,0.28,5.36,RetF,0,,Hertz,,3,8.81,2-scars,,No,4,2,Yes,2-scars,,No,4,2,Yes,D-V,Percus,Llat,3.29,7.19,,,1,,,1,Feather,,,,,10.68,3.25,1.32,57.2448,0.501872659,,,,
J,B,1,8,1,525,Chert,Red,0.07,8.31,Core,0,,,,,,,,,4,,,,,,4,,,,,,,,,,,,1,,,,,,,2.3,2.68,,19.113,3.613043478,,,,
J,B,1,8,1,526,Volcanic,Dk Grey,1.14,22.94,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,4.53,,236.282,2.227184466,,,,
J,B,1,8,1,527,Chert,Grey,0.24,9.89,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45,5.37,,34.1205,2.866666667,,,,
J,B,1,8,1,528,Chert,Dk Grey,0.34,18.96,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.93,2.2,,131.3928,2.735930736,,,,
J,B,1,8,1,529,Chert,Red,0.63,9.18,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.76,4.85,,71.2368,1.182989691,,,,
J,B,1,8,1,530,Chert,Grey,0.19,9.82,Core,0,,,,,,,,,4,,,,,,4,,,,,,,,,,,,3,,,,,,,5.32,3.06,,52.2424,1.845864662,,,,
J,B,1,8,1,531,Chert,Grey,0.12,7.45,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79,3.57,,35.6855,1.555323591,,,,
