Site,Square,AU,Spit,Group,Artno,Material,Colour,Weight,Length,Artclas,Cortex,Cortype,Initiat,Breaks,Noseg,Platwid,Plat,Focal,Overhang,NoDS,NoPS,Rtch,Plat_2,Focal_2,Overhang_2,NoDS_2,NoPS_2,Rtch_2,RetOri,Retype,Retloc,Retlen,Retdep,Portion,Heat,EdgeDam,Weathering,Corerot,RetScNo,Term,Janus,Recycled,Redirect,Usewear?,Width,Thick,Platthic,area,elongation,,,,
J,B,2,46,2,3494,Chert,Red,1.41,15.51,RetF-b,0,,Hertz,Trans,2,9.14,2-scars,,Yes,10,2,Yes,2-scars,,Yes,10,2,Yes,V-D,Percus,Llat,12.44,4.55,Prox,,,,,2,,,,,,15.94,3.59,2.49,247.2294,0.973023839,,,,
J,B,2,46,2,3495,Chert,Grey,0.03,6.79,Flake,0,,Hertz,,,2.39,Single,,Yes,2,1,,Single,,Yes,2,1,,,,,,,,,,,,,Feather,,,,,3.99,1.05,0.88,27.0921,1.701754386,,,,
J,B,2,46,2,3496,Chert,Brown,0.01,5.34,Flake,0,,Hertz,,,,Coll,,Yes,1,,,Coll,,Yes,1,,,,,,,,,,,,,,Hinge,,,,,3.47,0.44,,18.5298,1.538904899,,,,
J,B,2,46,2,3497,Chert,Dk Brown,0.03,2.42,Flake,0,,Hertz,,,5.13,3-scars,,No,2,3,,3-scars,,No,2,3,,,,,,,,,,,,,Feather,,,,,5.13,2.1,2.06,12.4146,0.471734893,,,,
J,B,2,46,2,3498,Chert,Lt Brown,0.02,2.93,Flake-b,0,,,Trans,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,,5.12,0.94,,15.0016,0.572265625,,,,
J,B,2,46,2,3499,Chert,Red,0.01,4.55,Flake,0,,Hertz,,,2.29,Single,,No,1,1,,Single,,No,1,1,,,,,,,,,,,,,Feather,,,,,2.5,0.74,0.82,11.375,1.82,,,,
J,B,2,46,2,3500,Chert,Brown,0.01,3.81,Flake,0,,Hertz,,,,Focal,,No,2,,,Focal,,No,2,,,,,,,,,,,,,,Feather,,,,,2.92,0.81,,11.1252,1.304794521,,,,
J,B,2,46,2,3501,Chert,Orange,0.02,4.63,Flake,0,,Hertz,,,6.45,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,,5,0.55,0.86,23.15,0.926,,,,
J,B,2,46,2,3502,Chert,Grey,1.03,25.02,Flake,0,,Hertz,,,3.95,Single,,No,5,1,,Single,,No,5,1,,,,,,,,1,,,,,Feather,,,,,7.15,6.1,3.48,178.893,3.499300699,,,,
J,B,2,46,2,3503,Chert,Brown,0.02,2.19,Flake-b,0,,,Trans,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,,6.78,0.93,,14.8482,0.32300885,,,,
J,B,2,46,2,3504,Chert,Grey,0.02,4.53,FFrag,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,,1,,,,Feather,,,,,2.64,0.64,,11.9592,1.715909091,,,,
J,B,2,46,2,3505,Chert,Grey,4.07,31.62,Flake-b,5,Round,Hertz,LCS,,9.2,Single,,Yes,5,1,,Single,,Yes,5,1,,,,,,,Llat,1,,,,,Feather,,,,,12.41,5.7,5.71,392.4042,2.547945205,,,,
J,B,2,46,2,3506,Chert,Lt Brown,1.86,19.66,Flake-b,0,,Hertz,Long,,15.96,2-scars,,Yes,4,2,,2-scars,,Yes,4,2,,,,,,,Rlat,1,,,,,Feather,,,,,13.95,5.57,5.95,274.257,1.409318996,,,,
J,B,2,46,2,3507,Chert,Brown,0.92,16.58,FP,0,,,,,,,,No,12,,,,,No,12,,,,,,,,,,,,,,,,,,,13.43,5.14,,222.6694,1.234549516,,,,
J,B,2,46,2,3508,Chert,Grey,0.04,8.42,FFrag,0,,,Both,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,,4.93,1.22,,41.5106,1.707910751,,,,
J,B,2,46,2,3509,Chert,Cream,0.19,10.47,Flake-b,0,,,Trans,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,,6.71,3.74,,70.2537,1.560357675,,,,
J,B,2,46,2,3510,Chert,Grey,0.77,12.13,RetF,0,,Hertz,,2,7.67,2-scars,,Yes,3,2,Yes,2-scars,,Yes,3,2,Yes,D-V,Press,Llat,5.55,2.01,,,,,,3,Feather,,,,,11.08,5.08,2.83,134.4004,1.094765343,,,,
J,B,2,46,2,3511,Chert,Grey,1.2,22.67,CoreFrag,0,,,,,,,,,3,,,,,,3,,,,,,,,,1,,,1,,,,,,,10.28,6.01,,233.0476,2.205252918,,,,
J,B,2,46,2,3512,Chert,Red,0.2,9.16,RetF,0,,Retouched,,4,,Retouched,,Yes,5,,Yes,Retouched,,Yes,5,,Yes,D-V,Press,EntirePeri,6.3,5.21,,,,,,3,Retouched,,,,,6.37,2.76,,58.3492,1.437990581,,,,
J,B,2,46,2,3513,Chert,Yellow,0.05,5.07,Flake-b,0,,,Trans,,,,,,1,,,,,,1,,,,,,,,Dist,,,,,,Hinge,,,,,5.76,0.99,,29.2032,0.880208333,,,,
J,B,2,46,2,3514,Chert,Brown,1.47,16.32,FP,0,,,,,,,,,9,,,,,,9,,,,,,,,,1,,,,,,,,,,13.55,7.87,,221.136,1.204428044,,,,
J,B,2,46,2,3515,Chert,Brown,0.21,10.29,Flake,0,,Hertz,,,,Focal,,No,3,,,Focal,,No,3,,,,,,,,,1,,,,,Feather,,,,,12.3,2.94,,126.567,0.836585366,,,,
J,B,2,46,2,3516,Chert,Red,0.09,12.33,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.93,1.33,,85.4469,1.779220779,,,,
J,B,2,46,2,3517,Chert,Dk Brown,0.06,8.39,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,1.77,,49.501,1.422033898,,,,
J,B,2,46,2,3518,Chert,Grey,0.04,5.79,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,1.43,,36.477,0.919047619,,,,
J,B,2,46,2,3519,Chert,Peach,0.01,4.92,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,0.55,,16.4328,1.473053892,,,,
J,B,2,46,2,3520,Chert,Brown,0.01,3.97,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,0.84,,11.2351,1.402826855,,,,
J,B,2,46,2,3521,Chert,Dk Brown,0.55,12.92,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.09,2.88,,104.5228,1.597033375,,,,
J,B,2,46,2,3522,Chert,Red,0.89,12.02,Hshat,20,Round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.28,6.66,,111.5456,1.295258621,,,,
J,B,2,46,2,3523,Chert,Grey,0.11,6.47,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35,2.28,,21.6745,1.931343284,,,,
J,B,2,46,2,3524,Chert,Red,0.03,5.69,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02,2.37,,17.1838,1.88410596,,,,
J,B,2,46,2,3525,Volcanic,Cream,634.18,84.97,Workhshatt,90,Round,,,,,,,,3,,,,,,3,,,,,,,,,,,,2,,,,,,,60.77,38.41,,5163.6269,1.398222807,,,,
J,B,2,46,2,4801,Chert,Grey,0.49,8.87,Flake,90,Round,Hertz,,,12.1,Single,,No,0,1,,Single,,No,0,1,,,,,,,,,,,,,Feather,,,,,12.06,3.85,4.04,106.9722,0.735489221,,,,
J,B,2,46,2,4802,Chert,Brown,0.03,3.82,Flake,0,,Hertz,,,2.31,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Hinge,,,,,6.26,1.04,0.79,23.9132,0.610223642,,,,
J,B,2,46,2,4803,Chert,Grey,0.44,6.39,Flake,0,,Hertz,,,11.97,Single,,No,4,1,,Single,,No,4,1,,,,,,,,,,,,,Feather,,,,,19.86,3.02,3.86,126.9054,0.321752266,,,,
J,B,2,46,2,4804,Chert,Grey,0.17,12.68,Flake,0,,Hertz,,,4.68,Single,,Yes,5,1,,Single,,Yes,5,1,,,,,,,,,,,,,Feather,,,,,10.77,1.3,0.81,136.5636,1.177344475,,,,
J,B,2,46,2,4805,Chert,Dk Grey,0.1,5.21,Flake,0,,Hertz,,,8.36,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Step,,,,,7.02,2.07,2.59,36.5742,0.742165242,,,,
J,B,2,46,2,4806,Silcrete,Lt Brown,0.04,6.87,FFrag,0,,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,,3.54,1.11,,24.3198,1.940677966,,,,
J,B,2,46,2,4807,Volcanic,Dk Grey,0.04,4.22,Flake,0,,Hertz,,,4.25,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,,5.78,1.47,1.31,24.3916,0.730103806,,,,
J,B,2,46,2,4808,Chert,Grey,0.02,6.78,Flake,0,,Hertz,,,2.62,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Feather,,,,,4.81,0.98,1.13,32.6118,1.40956341,,,,
J,B,2,46,2,4809,Chert,Grey,0.05,7.99,Flake,0,,Hertz,,,4.04,Partcoll,,No,1,1,,Partcoll,,No,1,1,,,,,,,,,1,,,,Feather,,,,,7.08,0.66,0.56,56.5692,1.128531073,,,,
J,B,2,46,2,4810,Chert,Cream,0.44,10.32,Flake-b,0,,Hertz,LCS,,5.37,Single,,No,4,1,,Single,,No,4,1,,,,,,,Llat,1,1,,,,Hinge,,,,,8.98,3.13,4.05,92.6736,1.14922049,,,,
J,B,2,46,2,4811,Chert,Grey,0.02,6.6,Flake,0,,Hertz,,,5.98,2-scars,,No,1,2,,2-scars,,No,1,2,,,,,,,,,,,,,Feather,,,,,4.19,0.28,0.84,27.654,1.575178998,,,,
J,B,2,46,2,4812,Quartzite,Cream,0.05,4.34,Flake,50,Angul,Hertz,,,,Focal,,Yes,1,,,Focal,,Yes,1,,,,,,,,,,,,,,Feather,,,,,6.49,1.95,,28.1666,0.668721109,,,,
J,B,2,46,2,4813,Silcrete,Lt Brown,0.02,4.54,Flake,0,,Hertz,,,,Focal,,Yes,3,,,Focal,,Yes,3,,,,,,,,,,,,,,Feather,,,,,4.38,0.86,,19.8852,1.03652968,,,,
J,B,2,46,2,4814,Chert,Lt Brown,0.01,2.12,Flake,0,,Hertz,,,2.35,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Feather,,,,,3.27,0.34,0.71,6.9324,0.648318043,,,,
J,B,2,46,2,4815,Volcanic,Dk Grey,0.09,5.89,Flake-b,0,,,Trans,,,,,,1,,,,,,1,,,,,,,,Dist,,,1,,,Feather,,,,,7.85,2,,46.2365,0.750318471,,,,
J,B,2,46,2,4816,Volcanic,Grey,0.02,4.81,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,,,,,,Feather,,,,,4.05,1.28,,19.4805,1.187654321,,,,
J,B,2,46,2,4817,Chert,Dk Brown,0.25,9.4,Flake-b,0,,,Both,,,,,,4,,,,,,4,,,,,,,,Dist,1,,,,,Feather,,,,,7.67,2.71,,72.098,1.225554107,,,,
J,B,2,46,2,4818,Silcrete,Lt Brown,0.02,4.45,Flake,0,,Bending,,,5.11,Single,,No,1,1,,Single,,No,1,1,,,,,,,,,,,,,Feather,,,,,4.85,0.76,1.07,21.5825,0.917525773,,,,
J,B,2,46,2,4819,Volcanic,Dk Grey,0.1,4.53,Flake,0,,Hertz,,,6.78,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,,6.23,2.76,2.9,28.2219,0.727126806,,,,
J,B,2,46,2,4820,Chert,Grey,0.55,20.9,Flake,0,,Hertz,,,5.75,Single,,Yes,5,1,,Single,,Yes,5,1,,,,,,,,,,,,,Feather,,,,,9.64,2.02,3.19,201.476,2.168049793,,,,
J,B,2,46,2,4821,Chert,Cream,0.07,5.64,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.57,2,,42.6948,0.745046235,,,,
J,B,2,46,2,4822,Chert,Dk Grey,0.41,7.43,Shatt,10,Angul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.38,4.34,,62.2634,0.886634845,,,,
J,B,2,46,2,4823,Chert,Dk Grey,0.09,4.24,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.32,2.32,,31.0368,0.579234973,,,,
J,B,2,46,2,4824,Chert,Grey,0.08,3.8,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.07,2.58,,23.066,0.626029654,,,,
J,B,2,47,2,3309,Chert,Brown,0.04,8.56,Flake,0,,Hertz,,,1.6,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Feather,,,,,3.4,1.23,1.48,29.104,2.517647059,,,,
J,B,2,47,2,3310,Volcanic,Dk Grey,0.33,11.24,Flake,50,Angul,Hertz,,,,Focal,,No,3,,,Focal,,No,3,,,,,,,,,,,,,,Feather,,,,,10.36,3.17,,116.4464,1.084942085,,,,
J,B,2,47,2,3311,Chert,Grey,0.33,12.35,Flake-b,0,,Hertz,Long,,2.16,Single,,No,3,1,,Single,,No,3,1,,,,,,,Llat,1,,,,,,,,,,7.21,2.99,1.09,89.0435,1.712898752,,,,
J,B,2,47,2,3312,Chert,Brown,0.07,7.85,Flake-b,0,,Hertz,Long,,4,2-scars,,Yes,2,2,,2-scars,,Yes,2,2,,,,,,,Llat,,,,,,Step,,,,,3.67,1.54,1.78,28.8095,2.138964578,,,,
J,B,2,47,2,3313,Chert,Brown,0.02,3.56,Flake,0,,Hertz,,,,Focal,,No,3,,,Focal,,No,3,,,,,,,,,,,,,,Feather,,,,,7.92,0.89,,28.1952,0.449494949,,,,
J,B,2,47,2,3314,Chert,Dk Brown,0.42,13.27,Flake-b,0,,Hertz,LCS,,8.52,Single,,No,3,1,,Single,,No,3,1,,,,,,,Llat,,,,,,Feather,,,,,6.95,3.28,4.21,92.2265,1.909352518,,,,
J,B,2,47,2,3315,Chert,Grey,0.07,8.86,Flake,0,,Hertz,,,2.14,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,,5.32,1.35,0.96,47.1352,1.665413534,,,,
J,B,2,47,2,3316,Chert,Brown,0.08,6.58,Flake,0,,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,,,,,,,,1,,,,,Feather,,,,,4.9,1.7,,32.242,1.342857143,,,,
J,B,2,47,2,3317,Chert,Cream,0.03,6.35,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,,,,,,Feather,,,,,2.42,0.71,,15.367,2.623966942,,,,
J,B,2,47,2,3318,Chert,Brown,0.43,15.42,Flake,0,,Hertz,,,2.05,Single,,Yes,7,1,,Single,,Yes,7,1,,,,,,,,,1,,,,Feather,,,,,11.14,2.6,0.97,171.7788,1.384201077,,,,
J,B,2,47,2,3319,Chert,Grey,0.26,10.45,Flake-b,0,Angul,Hertz,Long,,5.15,Single,,No,3,1,,Single,,No,3,1,,,,,,,Llat,,,,,,Feather,,,,,7.9,3.03,1.96,82.555,1.32278481,,,,
J,B,2,47,2,3320,Chert,Faun,0.17,8.58,Flake-b,0,,Hertz,Long,,,Focal,,No,2,,,Focal,,No,2,,,,,,,,Llat,,,,,,Feather,,,,,8.75,2.31,,75.075,0.980571429,,,,
J,B,2,47,2,3321,Chert,Lt Brown,0.05,6.81,Flake,0,,Hertz,,,3.79,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Step,,,,,4.9,0.74,0.65,33.369,1.389795918,,,,
J,B,2,47,2,3322,Chert,Dk Brown,0.07,5.06,Flake,0,,Hertz,,,6.09,Single,,Yes,5,1,,Single,,Yes,5,1,,,,,,,,,,,,,Feather,,,,,8.88,1.12,1.52,44.9328,0.56981982,,,,
J,B,2,47,2,3323,Chert,Red,0.04,5.57,Flake,0,,Hertz,,,7.72,Mult,,Yes,3,3,,Mult,,Yes,3,3,,,,,,,,,,,,,Feather,,,,,6.94,0.85,0.95,38.6558,0.80259366,,,,
J,B,2,47,2,3324,Chert,Brown,0.09,9.06,Flake,0,,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,,,,,,,,,,,,,Feather,,,,,9.96,1.21,,90.2376,0.909638554,,,,
J,B,2,47,2,3325,Chert,Faun,0.15,9.42,Flake,0,,Hertz,,,2.55,Single,,Yes,5,1,,Single,,Yes,5,1,,,,,,,,,,,,,Feather,,,,,10.25,1.61,1.14,96.555,0.91902439,,,,
J,B,2,47,2,3326,Chert,Dk Brown,0.16,13.51,Flake,0,,Hertz,,,6.05,Single,,No,3,1,,Single,,No,3,1,,,,,,,,1,,,,,Feather,,,,,6.42,2.41,0.93,86.7342,2.104361371,,,,
J,B,2,47,2,3327,Chert,Grey,0.43,18.1,Flake,0,,Hertz,,,,Focal,,Yes,6,,,Focal,,Yes,6,,,,,,,,,,,,,,Hinge,,,,,6.98,4.22,,126.338,2.593123209,,,,
J,B,2,47,2,3328,Chert,Grey,2.36,22.95,Flake-b,0,,,Both,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,,16.46,4.52,,377.757,1.394289186,,,,
J,B,2,47,2,3329,Chert,Grey,0.88,8.43,Flake,0,,Bending,,,11.48,3-scars,,No,5,3,,3-scars,,No,5,3,,,,,,,,,,,,,Feather,,,,,18.7,4.64,5.27,157.641,0.450802139,,,,
J,B,2,47,2,3330,Chert,Lt Brown,1.36,11.7,RetF,0,,Retouched,,4,,,,,3,,Yes,,,,3,,Yes,D-V,Percus,Prox,18.09,6.6,,,1,,,,Feather,,,,,18.48,6.6,,216.216,0.633116883,,,,
J,B,2,47,2,3331,Chert,Brown,0.05,4.45,Flake,0,,Bending,,,5.81,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,,,,,Feather,,,,,6.43,1.03,1.72,28.6135,0.692068429,,,,
J,B,2,47,2,3332,Volcanic,Grey,1.01,12.1,Flake,0,,Hertz,,,10.09,Single,,Yes,2,1,,Single,,Yes,2,1,,,,,,,,,,,,,Feather,,,,,15.61,4.82,5.43,188.881,0.775144138,,,,
J,B,2,47,2,3333,Chert,Caramel,1.41,16.46,Flake-b,0,,,Trans,,,,,,6,,,,,,6,,,,,,,,Dist,,,,,,Feather,,,,,16.99,3.98,,279.6554,0.96880518,,,,
J,B,2,47,2,3334,Chert,Dk Brown,0.46,12.15,Flake-b,0,,Hertz,Trans,,,Focal,,Yes,3,,,Focal,,Yes,3,,,,,,,,Rlat,,,,,,Feather,,,,,10.62,4.49,,129.033,1.144067797,,,,
J,B,2,47,2,3335,Chert,Grey,0.11,5.8,Flake-b,0,,,Trans,,,,,,6,,,,,,6,,,,,,,,Dist,,,,,,Hinge,,,,,9.15,1.61,,53.07,0.633879781,,,,
J,B,2,47,2,3336,Chert,Cream,0.04,2.36,Flake,0,,Bending,,,4.81,Single,,No,4,1,,Single,,No,4,1,,,,,,,,,,,,,Feather,,,,,5.84,1.58,1.12,13.7824,0.404109589,,,,
J,B,2,47,2,3337,Chert,Brown,0.04,3.35,Flake,0,,Bending,,,6.15,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Feather,,,,,6.73,1.96,1.34,22.5455,0.497771174,,,,
J,B,2,47,2,3338,Chert,Brown,0.06,8.55,Flake-b,0,,Hertz,Long,,,Focal,,No,4,,,Focal,,No,4,,,,,,,,Llat,,,,,,Feather,,,,,3.81,1.21,,32.5755,2.244094488,,,,
J,B,2,47,2,3339,Chert,Brown,0.02,6.71,Flake-b,0,,,Trans,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,,3.25,0.42,,21.8075,2.064615385,,,,
J,B,2,47,2,3340,Chert,Brown,0.01,4.17,Flake,0,,Hertz,,,,Focal,,No,1,,,Focal,,No,1,,,,,,,,,,,,,,Feather,,,,,3.18,0.33,,13.2606,1.311320755,,,,
J,B,2,47,2,3341,Chert,Grey,0.79,15.67,Core,0,,,,,,,,,10,,,,,,10,,,,,,,,,,,,5,,,,,,,4.72,6.83,,73.9624,3.319915254,,,,
J,B,2,47,2,3342,Chert,Lt Brown,0.04,4.75,Flake-b,0,,,Trans,,,,,,1,,,,,,1,,,,,,,,Dist,,,,,,Feather,,,,,7.6,2.01,,36.1,0.625,,,,
J,B,2,47,2,3343,Chert,Grey,0.01,4.46,Flake-b,0,,Hertz,Lmarg,,,Coll,,Yes,3,,,Coll,,Yes,3,,,,,,,,,,,,,,Feather,,,,,4.74,0.75,,21.1404,0.94092827,,,,
J,B,2,47,2,3344,Chert,White,0.02,4.45,Flake,0,,Hertz,,,2.3,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,,3.46,1.19,0.66,15.397,1.286127168,,,,
J,B,2,47,2,3345,Chert,Brown,0.01,2.94,Flake,0,,Hertz,,,,Focal,,Yes,1,,,Focal,,Yes,1,,,,,,,,,,,,,,Feather,,,,,3.34,0.47,,9.8196,0.880239521,,,,
J,B,2,47,2,3346,Chert,Dk Brown,0.03,4.27,Flake-b,0,,,Trans,,,,,,4,,,,,,4,,,,,,,,Dist,,1,,,,Feather,,,,,6.83,1.11,,29.1641,0.625183016,,,,
J,B,2,47,2,3347,Chert,Grey,0.02,4.02,Flake-b,0,,,Trans,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,,2.77,1.58,,11.1354,1.451263538,,,,
J,B,2,47,2,3348,Volcanic,Grey,0.03,4.84,Flake,20,Angul,Hertz,,,,Focal,,No,1,,,Focal,,No,1,,,,,,,,,,,,,,Feather,,,,,6.02,0.92,,29.1368,0.803986711,,,,
J,B,2,47,2,3349,Chert,Dk Grey,0.36,7.88,CoreFrag,30,Angul,,,,,,,,6,,,,,,6,,,,,,,,,,,,3,,,,,,,9.24,4.62,,72.8112,0.852813853,,,,
J,B,2,47,2,3350,Chert,Brown,4.83,22.21,CoreFrag,30,Round,,,,,,,,3,,,,,,3,,,,,,,,,,,,1,,,,,,,17.84,9.62,,396.2264,1.244955157,,,,
J,B,2,47,2,3351,Volcanic,Dk Grey,1.64,18.34,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.56,7.99,,120.3104,2.795731707,,,,
J,B,2,47,2,3352,Chert,Cream,0.18,9.77,Shatt,40,Angul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63,3.98,,35.4651,2.691460055,,,,
J,B,2,47,2,3353,Chert,Grey,0.07,5,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18,1.45,,25.9,0.965250965,,,,
J,B,2,47,2,3354,Chert,Grey,0.06,7.78,Shatt,15,Round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,1.48,,25.8296,2.343373494,,,,
J,B,2,47,2,3355,Chert,Grey,0.02,5.2,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.21,,10.4,2.6,,,,
J,B,2,47,2,3356,Chert,Grey,0.02,4.48,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03,4.19,,18.0544,1.111662531,,,,
J,B,2,47,2,3357,Chert,Brown,0.01,3.51,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,1.11,,6.8094,1.809278351,,,,
J,B,2,47,2,3358,Volcanic,Grey,0.09,8.66,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.36,2.63,,37.7576,1.986238532,,,,
J,B,2,47,2,3359,Volcanic,Dk Grey,2.28,19.36,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.57,9.35,,243.3552,1.54017502,,,,
J,B,2,47,2,3360,Chert,Brown,0.17,11.52,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.38,,34.56,3.84,,,,
J,B,2,47,2,3361,Chert,Grey,0.31,13.96,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.68,4.42,,93.2528,2.089820359,,,,
J,B,2,47,2,3362,Chert,Brown,0.03,5.4,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,0.78,,25.92,1.125,,,,
J,B,2,47,2,3363,Chert,Brown,0.03,4.85,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76,1.43,,18.236,1.289893617,,,,
J,B,2,47,2,3364,Chert,Lt Brown,0.11,10.19,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89,2.76,,49.8291,2.083844581,,,,
J,B,2,47,2,3365,Chert,Grey,0.02,4.57,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22,0.9,,19.2854,1.082938389,,,,
J,B,2,47,2,3366,Chert,Peach,0.04,5.97,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,1.6,,28.656,1.24375,,,,
J,B,2,47,2,3367,Chert,Brown,0.13,7.11,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42,2.28,,31.4262,1.608597285,,,,
J,B,2,47,2,3368,Chert,Red,0.04,7.28,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12,1.33,,29.9936,1.766990291,,,,
J,B,2,47,2,3369,Chert,Brown,0.09,5.62,Flake,0,,Hertz,,,,Coll,,Yes,5,,,Coll,,Yes,5,,,,,,,,,1,,1,,,Feather,,,,,10.11,1.59,,56.8182,0.555885262,,,,
J,B,2,47,2,3370,Chert,Brown,0.07,6.23,Flake,50,Round,Bending,,,3.56,Single,,No,1,1,,Single,,No,1,1,,,,,,,,,,1,,,Feather,,,,,3.73,3.11,3.28,23.2379,1.670241287,,,,
J,B,2,47,2,4892,Chert,Grey,2.64,13.52,RetF-b,0,,,Trans,2,,,,,9,,Yes,,,,9,,Yes,V-D,Percus,Dist,11.63,3.62,Dist,,,,,2,Retouched,,,,,21.05,9.95,,284.596,0.642280285,,,,
J,B,2,47,2,4893,Chert,Grey,0.03,6.66,Flake-b,0,,Bending,Rmarg,,5.96,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,,6.19,0.46,0.71,41.2254,1.075928918,,,,
J,B,2,47,2,4894,Volcanic,Dk Grey,0.11,7.15,FFrag,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,1.59,,60.775,0.841176471,,,,
J,B,2,47,2,4895,Chert,Lt Brown,0.02,5.79,Flake,0,,Hertz,,,2.67,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Feather,,,,,3.48,0.64,1.21,20.1492,1.663793103,,,,
J,B,2,47,2,4896,Chert,Grey,0.01,6.22,Flake-b,0,,,Both,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,,2.02,0.27,,12.5644,3.079207921,,,,
J,B,2,47,2,4897,Quartzite,Cream,0.14,6.14,Flake-b,0,,Bending,Trans,,4.85,Single,,No,3,1,,Single,,No,3,1,,,,,,,Prox,,,,,,,,,,,7.4,1.81,2.04,45.436,0.82972973,,,,
J,B,2,47,2,4898,Volcanic,Grey,0.08,2.87,Flake,30,Round,Bending,,,10.48,Cort,,Yes,2,0,,Cort,,Yes,2,0,,,,,,,,,,,,,Feather,,,,,10.02,2.12,2.87,28.7574,0.286427146,,,,
